Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
High,Retail,1,1,661.099.367.723.038,16.791.640.100.827.300,0,1,1,0,0,1,0,1,1
High,Retail,1,1,8.457.698.416.191.810,29.892.668.833.605.100,1,0,0,1,0,1,0,1,1
High,IT,1,1,10.703.914.610.796.900,5.159.899.322.145.400,0,0,0,1,1,1,0,1,1
High,Retail,1,1,6.327.323.000.670.740,2.686.872.243.332.350,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,9.658.447.171.274.220,4.139.472.793.307.480,1,0,0,1,1,1,1,1,1
High,Education,0,0,904.112.159.168.774,2.037.971.538.303.760,1,1,0,0,0,1,0,1,1
Medium,IT,1,1,7.920.966.915.536.870,3.783.998.633.306.690,1,0,0,0,1,0,0,1,1
Low,Healthcare,0,1,6.013.132.801.733.760,3.155.018.268.120.980,0,1,0,0,0,0,1,1,1
High,Education,1,0,6.551.120.479.793.440,21.674.927.743.243.400,1,0,1,1,0,1,0,1,1
Medium,Retail,0,0,8.578.902.145.701.310,5.185.579.144.232.660,0,0,0,0,1,0,0,1,1
Medium,Education,1,1,5.153.326.410.237.220,5.269.941.041.801.520,1,0,0,0,1,1,0,1,1
High,IT,0,0,82.614.877.180.365,25.456.919.316.460.300,0,1,0,0,1,1,0,0,1
Low,Retail,0,1,9.082.101.968.123.320,3.675.724.803.709.400,1,0,0,1,0,1,0,1,1
Medium,Healthcare,0,1,99.704.403.456.182,4.066.478.024.608.670,1,0,0,1,1,0,0,0,1
Medium,Education,0,1,52.032.858.510.795.500,1.277.857.319.308.220,0,0,0,0,1,1,0,0,1
High,Education,1,1,10.632.494.594.322.500,19.043.609.104.089.500,0,1,0,1,0,0,0,1,1
High,IT,1,1,11.390.726.988.359.800,5.929.426.654.550.170,0,1,0,0,1,1,0,1,1
High,Healthcare,1,1,8.820.303.135.427.180,24.023.096.552.461.400,1,0,1,1,0,1,0,1,1
Low,Education,0,1,59.239.028.371.506.700,5.887.274.662.377.540,0,0,1,1,0,1,0,0,1
Medium,IT,0,1,7.343.781.423.279.510,19.818.794.884.250.000,1,0,1,1,1,1,1,0,1
High,Healthcare,0,1,7.904.805.509.762.980,4.988.241.665.710.600,0,1,0,1,0,0,0,1,1
High,Education,0,1,8.540.927.017.461.110,3.533.045.338.734.490,0,1,0,1,1,1,0,1,1
Medium,IT,0,1,8.043.963.105.287.200,374.385.059.626.845,1,0,0,0,1,0,0,1,1
Medium,Education,1,1,8.562.330.285.789.230,6.783.903.870.300.940,1,1,0,0,0,1,1,0,1
Medium,Retail,1,1,78.185.064.853.217.500,21.187.200.485.219.700,1,0,0,1,1,1,0,1,1
High,Retail,0,0,8.530.214.189.024.480,48.921.972.943.916.000,0,0,1,1,0,0,0,1,1
High,Healthcare,0,1,7.078.953.157.677.370,4.830.234.495.336.730,0,1,1,0,1,1,0,0,1
Low,Education,1,0,7.323.626.566.035.060,9.031.860.083.749.560,0,0,0,0,0,1,1,1,1
Medium,Healthcare,1,1,6.847.949.659.046.660,23.843.037.696.521.700,1,1,0,1,0,0,0,1,1
Medium,Retail,0,1,11.834.519.069.008.100,3.061.022.809.744.840,1,0,0,1,0,0,0,1,1
High,Retail,0,0,10.927.801.572.348.600,5.223.883.428.748.830,1,0,0,1,0,1,0,1,1
High,Education,0,1,9.110.588.380.027.230,36.996.042.111.972.000,1,0,0,0,0,0,1,0,1
Medium,IT,0,1,10.650.617.994.535.400,33.054.235.649.023.700,1,1,0,0,1,0,1,1,1
Low,Healthcare,0,1,9.596.922.677.955.760,5.436.267.232.484.740,0,0,0,1,1,1,1,0,1
Low,Retail,1,1,836.254.231.902.811,3.600.147.345.544.410,0,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,4.988.857.317.960.630,26.622.113.944.278.700,0,0,0,0,0,0,0,1,1
High,Healthcare,0,1,74.756.721.597.497.100,50.893.152.321.429.700,1,0,0,1,0,1,0,1,1
Low,Education,1,1,7.329.924.215.963.290,4.562.932.012.041.790,0,0,0,0,0,1,0,1,1
High,Retail,1,0,5.733.849.653.815.680,35.307.301.065.910.300,1,0,0,0,0,0,0,0,1
Low,IT,1,0,5.027.675.450.786.760,3.459.547.721.859.960,0,0,0,0,0,0,0,1,1
Medium,Education,1,1,898.543.869.313.405,26.276.400.925.891.500,0,0,0,0,0,0,0,1,1
High,IT,1,1,8.649.008.644.741.620,5.087.645.282.673.010,0,0,1,1,0,1,1,0,1
Medium,Healthcare,0,1,5.665.206.039.864.770,34.598.382.741.184.300,1,0,0,0,0,1,0,0,1
High,IT,1,1,65.082.429.871.276.200,2.845.231.144.639.490,0,0,0,1,0,0,0,0,1
High,IT,1,0,10.322.444.546.308.300,2.071.667.249.212.210,1,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,6.244.606.972.966.870,4.588.231.536.863.250,1,1,0,0,1,0,0,0,1
Medium,Healthcare,1,1,8.341.597.807.867.600,3.237.125.531.630.500,1,0,1,0,1,0,0,1,1
High,Retail,1,1,7.620.443.400.864.030,9.809.870.290.163.920,1,1,1,0,1,0,1,1,1
Low,Education,0,1,9.012.726.942.124.120,21.950.968.155.339.300,1,1,0,1,0,0,0,1,1
Medium,Education,1,1,6.287.784.694.687.130,3.649.604.596.511.520,1,1,0,0,0,1,0,0,1
High,Education,0,1,8.180.166.955.080.210,36.916.935.026.242.400,0,1,0,0,1,1,0,1,1
High,Retail,1,1,8.337.445.154.691.750,3.634.686.624.444.020,1,0,1,0,0,1,0,0,1
High,IT,0,1,8.460.361.612.458.430,34.258.658.326.486.500,0,0,0,0,0,0,0,1,1
Low,Healthcare,1,0,8.158.147.715.925.220,1.786.219.415.895.380,0,0,1,0,1,1,1,1,1
High,Retail,0,1,868.921.864.118.822,26.881.772.137.764.200,1,1,0,0,0,1,1,1,1
High,Retail,1,0,12.383.540.664.101.600,5.775.665.479.726.150,0,0,1,1,1,1,1,1,1
Medium,IT,1,0,13.122.595.553.542.200,5.554.342.190.279.590,0,1,1,0,1,1,1,1,1
Medium,Education,0,1,6.721.567.718.426.550,4.866.927.673.516.070,0,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,33.635.140.392.950.000,4.734.253.906.061.000,1,1,0,1,0,1,1,1,1
High,IT,1,1,9.190.990.601.443.940,5.357.133.862.098.230,0,1,0,0,1,0,1,0,1
High,Retail,0,1,8.372.504.919.802.530,23.188.078.937.618.400,0,0,0,0,1,0,0,1,1
Medium,IT,1,1,10.122.083.718.367.100,40.493.925.501.354.200,1,1,1,0,0,0,0,1,1
Medium,Healthcare,0,1,8.569.771.799.430.630,23.195.992.740.295.500,0,0,0,0,1,1,0,1,1
High,IT,0,0,8.117.207.879.051.430,234.562.829.535.209,1,1,1,0,0,0,0,1,1
Medium,Education,1,1,10.257.813.191.754.400,4.552.097.406.620.410,1,1,0,0,1,0,0,0,1
Medium,Healthcare,1,1,10.537.561.176.827.600,5.420.125.658.703.810,0,1,0,1,0,1,0,1,1
Medium,Education,1,1,5.226.879.882.438.000,3.709.226.298.366.190,1,0,0,0,0,0,1,1,1
Medium,Healthcare,0,0,6.366.787.625.720.830,64.735.006.483.142.500,1,0,1,1,0,0,0,1,1
Low,Retail,1,1,7.788.814.081.422.640,4.317.676.490.568.300,1,1,1,0,0,1,0,1,1
Low,Retail,1,0,8.196.875.247.849.160,2.834.821.701.375.230,0,1,0,0,0,1,0,1,1
Medium,IT,1,1,7.548.033.593.295.500,2.369.907.172.189.490,1,0,1,1,1,1,1,0,1
Medium,Education,1,1,8.868.414.355.723.770,55.271.972.262.770.700,0,0,0,0,1,0,0,1,1
High,Education,1,1,9.992.209.578.634.200,4.192.688.673.609.720,0,0,0,0,0,0,1,0,1
High,IT,1,1,11.445.419.421.441.400,5.014.071.067.254.220,1,0,0,0,0,0,0,0,1
High,IT,1,1,9.157.826.047.545.790,13.055.109.320.137.400,0,1,1,1,1,1,0,1,1
High,Healthcare,1,1,629.533.264.309.378,4.367.008.051.520.400,1,0,0,0,0,0,0,1,1
Low,Healthcare,1,1,7.705.247.549.604.360,32.323.387.172.556.400,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,7.849.295.517.480.880,19.093.606.961.247.000,1,1,0,0,1,1,0,1,1
Medium,Retail,1,0,9.029.280.479.962.310,39.059.764.855.773.600,0,0,0,0,0,1,0,1,1
High,Retail,1,1,8.776.336.066.867.880,5.637.720.300.481.680,0,0,1,0,1,1,0,1,1
Medium,IT,1,1,1.210.079.330.222.300,7.399.342.429.629.570,0,0,0,0,0,0,0,0,1
Medium,IT,1,1,70.769.737.294.901.800,4.363.228.610.983.760,0,0,0,0,1,0,0,1,1
Low,Healthcare,0,1,8.769.501.067.533.600,29.362.801.150.577.100,0,0,1,0,0,0,0,1,1
High,Retail,1,1,12.709.422.795.488.100,28.457.461.652.223,0,1,0,0,0,1,0,0,1
Medium,Retail,1,1,6.829.586.206.192.790,54.446.985.430.977.900,1,0,1,0,0,1,0,0,1
Medium,Retail,1,1,829.029.739.234.071,25.046.888.212.706.600,1,0,1,0,1,1,0,1,1
High,Education,0,1,6.110.238.997.751.960,4.933.641.069.291.640,0,1,0,0,0,0,0,1,1
High,Healthcare,1,1,8.164.173.799.254.860,4.440.521.784.939.420,1,1,0,0,1,1,1,1,1
Low,IT,1,0,6.439.565.703.724.710,4.274.652.087.824.310,1,0,0,0,0,1,0,1,1
Medium,IT,1,1,10.093.601.806.982.600,16.478.221.151.788.100,1,0,1,1,1,1,0,1,1
Medium,Education,1,0,8.294.637.718.062.790,34.645.626.966.605.100,1,1,0,0,0,0,0,1,1
High,Healthcare,1,1,6.129.205.480.035.410,18.127.633.129.635.800,0,0,1,0,1,1,0,1,1
Low,IT,1,1,9.681.135.395.583.340,31.176.288.980.248.500,0,0,0,0,1,0,0,1,1
Medium,IT,1,1,8.359.332.077.743.170,5.375.707.992.280.760,0,0,0,0,1,1,1,1,1
Medium,Education,0,1,990.563.755.444.691,58.465.868.550.333.400,1,1,1,0,0,1,0,1,1
High,IT,1,1,5.704.674.744.104.500,4.320.922.974.236.320,0,1,0,0,0,0,0,1,1
High,Healthcare,1,0,8.737.648.824.497.320,3.144.489.231.349.020,1,0,0,1,1,1,0,1,1
Medium,Retail,1,1,9.546.683.389.289.410,6.382.148.998.540.620,0,0,0,0,0,0,1,1,1
Medium,Healthcare,1,1,7.153.245.019.528.520,312.461.404.936.573,0,1,0,1,0,1,0,1,1
High,Education,1,1,5.481.994.546.063.690,2.296.470.262.286.490,0,0,0,0,1,0,0,0,1
High,Healthcare,1,1,7.916.785.009.259.210,5.044.724.451.875.170,0,1,1,1,1,0,1,0,1
High,Retail,0,1,10.456.230.587.561.800,468.660.106.385.456,0,0,1,1,1,0,0,1,1
High,Retail,1,1,10.251.860.661.268.100,3.186.136.133.611.230,0,0,1,1,1,0,0,1,1
High,Healthcare,1,1,7.143.143.130.488.840,415.033.784.435.435,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,5.433.829.127.247.110,4.663.239.983.277.650,1,0,0,0,1,0,0,1,1
Medium,IT,1,1,7.137.640.559.300.850,4.305.518.261.577.720,0,0,1,1,1,1,0,1,1
Medium,Retail,1,1,7.063.044.698.536.170,4.688.408.432.446.870,1,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,8.892.893.566.609.550,3.241.427.707.660.030,1,0,1,0,0,1,0,0,1
Medium,Healthcare,1,1,7.789.996.994.191.750,4.789.367.566.359.390,1,0,0,0,0,0,0,1,1
Medium,Education,1,0,6.493.471.576.525.710,4.026.336.756.374.920,0,0,0,0,0,0,0,0,1
Medium,Education,0,1,10.208.526.134.521.300,329.228.421.769.547,0,0,0,1,0,1,0,0,1
High,IT,0,1,828.085.173.488.967,3.631.172.856.650.080,0,0,0,0,0,1,1,1,1
Medium,Healthcare,1,0,8.870.831.305.461.880,3.853.147.246.113.370,1,0,1,0,0,1,0,1,1
Low,Healthcare,1,0,4.550.029.131.737.460,18.319.324.944.080.800,1,1,0,1,1,1,0,1,1
Low,Healthcare,0,1,31.514.702.586.054.200,30.450.111.301.451.000,1,1,1,0,1,0,0,0,1
Medium,IT,1,1,5.124.908.437.111.180,4.097.358.273.389.170,0,0,1,0,1,1,0,0,1
High,Healthcare,1,1,7.038.913.148.786.440,19.735.134.469.167.200,0,0,0,0,0,1,0,1,1
High,Education,1,1,9.152.712.035.227.610,3.070.114.507.278.120,0,0,0,0,0,1,1,1,1
Medium,Retail,0,1,3.315.506.259.185.400,7.576.967.467.557.800,0,0,0,0,0,1,0,1,1
Medium,Retail,1,1,11.185.704.128.743.900,2.306.112.452.768.200,0,1,0,0,0,1,1,1,1
High,Retail,1,1,8.341.132.053.540.250,3.424.279.131.024.350,0,1,0,1,1,1,0,1,1
Low,Retail,1,1,1.072.058.998.589.980,27.494.240.822.069.000,1,0,0,0,0,0,0,1,1
Medium,IT,1,0,6.228.059.835.051.740,3.824.694.994.069.990,0,0,0,1,1,0,0,1,1
Medium,Education,1,1,9.007.719.868.344.980,277.762.248.529.753,1,0,1,1,0,1,0,1,1
High,Education,1,1,8.170.391.859.941.570,3.635.135.315.061.350,1,0,0,1,1,0,0,0,1
High,Healthcare,0,1,9.635.372.626.109.100,29.221.794.472.751.600,1,0,1,0,1,1,0,1,1
Medium,Retail,1,1,7.532.417.264.800.560,5.582.691.724.554.730,1,1,1,0,0,0,0,1,1
High,Healthcare,1,0,8.946.430.418.015.170,412.245.555.657.932,0,0,1,1,1,0,0,0,1
Medium,Retail,1,1,102.043.906.375.424,24.955.410.145.551.600,0,1,0,1,0,1,0,1,1
High,Healthcare,0,1,6.697.647.412.216.440,526.119.478.574.904,1,1,0,0,0,0,0,1,1
Medium,Retail,0,1,84.844.884.649.793,25.626.000.759.548.300,0,0,0,1,1,1,1,1,1
Low,IT,1,1,4.224.275.525.555.300,16.538.797.166.325.200,1,0,1,0,0,1,0,1,1
Low,Education,1,1,9.405.006.038.126.710,3.995.436.268.850.780,0,1,0,0,0,0,0,1,1
High,Education,1,1,1.190.932.508.692.490,6.860.896.636.509.960,0,0,0,0,1,1,0,1,1
Low,Retail,1,1,551.112.790.450.261,12.585.038.066.261.600,1,0,1,0,1,1,0,0,1
Medium,IT,1,1,7.817.237.479.144.110,20.035.181.176.463.500,0,1,0,0,1,1,1,0,1
Medium,Education,1,1,9.760.962.601.828.220,5.128.788.494.741.260,0,0,1,1,0,1,0,0,1
Medium,Education,1,1,8.062.834.946.933.100,30.365.179.005.820.500,1,0,0,0,1,0,0,1,1
Medium,Healthcare,0,0,8.330.199.102.986.450,49.179.228.508.698.100,0,0,0,0,0,1,1,1,1
Low,Healthcare,1,1,7.218.001.116.952.720,27.437.666.395.870.700,1,1,0,0,0,1,0,1,1
Low,Healthcare,0,1,7.143.695.493.824.170,4.212.943.266.113.760,0,1,1,1,0,1,0,1,1
Low,Healthcare,1,1,7.826.611.692.829.240,6.616.710.888.078.230,0,0,1,0,0,0,0,1,1
Low,Healthcare,1,1,8.083.342.844.278.710,2.208.115.529.467.190,0,0,0,0,1,0,1,1,1
Low,Education,0,1,5.637.117.476.845.380,5.535.641.215.205.950,0,0,1,0,0,0,1,1,1
Medium,IT,0,0,7.867.956.028.107.940,5.019.560.194.948.130,0,1,0,0,1,0,0,0,1
Low,Education,1,1,11.137.067.877.418.600,1.766.133.623.351.630,1,1,0,0,0,1,0,0,1
Medium,IT,1,1,716.173.241.282.219,48.383.507.856.126.500,1,0,1,0,0,1,1,1,1
Medium,Retail,0,1,5.525.490.034.250.740,4.109.209.193.293.900,1,1,1,0,0,1,0,1,1
Low,Education,1,1,7.697.167.864.027.140,41.366.410.148.705.900,0,1,1,0,0,0,0,1,1
High,Retail,0,1,6.570.774.375.751.400,4.504.776.349.677.550,0,0,0,1,0,0,0,1,1
Medium,IT,1,1,5.323.316.349.356.120,34.744.512.333.762.900,1,1,1,0,1,1,0,1,1
High,Healthcare,0,0,8.278.336.923.465.240,4.105.148.438.413.590,1,0,0,0,1,0,0,1,1
Low,IT,0,1,6.579.435.925.697.840,4.362.178.637.560.430,0,1,0,1,0,1,0,1,1
Low,Education,1,0,675.057.166.629.345,5.119.086.908.328.290,0,0,0,0,1,1,0,1,1
Medium,Education,1,1,8.306.854.760.770.770,17.092.584.499.328.700,0,0,0,1,0,0,0,0,1
Medium,IT,1,1,4.933.650.809.275.330,5.936.328.844.736.650,0,1,0,0,0,1,1,0,1
Medium,IT,1,1,451.686.069.949.775,226.706.448.541.118,1,0,0,1,1,1,0,1,1
Medium,IT,1,1,9.341.744.389.003.860,5.142.442.696.219.580,0,1,0,0,0,0,0,1,1
Medium,IT,0,1,4.138.332.798.551.830,411.916.764.890.917,0,0,1,1,0,1,0,1,1
High,Education,1,1,604.664.460.938.529,20.782.654.858.019.500,1,0,1,0,0,1,0,1,1
Low,Retail,0,1,4.400.320.929.223.120,4.792.218.204.556.000,0,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,7.027.727.066.302.330,25.818.900.412.072.400,1,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,8.856.117.495.302.330,560.319.333.273.646,1,0,0,0,1,0,1,1,1
Medium,Retail,1,0,8.224.675.897.464.750,2.933.747.742.248.130,0,0,0,1,0,0,0,1,1
Low,Healthcare,0,1,1.278.374.677.891.450,17.575.208.535.919.300,1,0,0,0,0,0,0,1,1
Medium,IT,0,1,10.173.831.235.578.000,63.007.676.575.544.400,0,0,1,0,1,1,0,1,1
Medium,IT,1,1,6.137.684.299.686.790,4.271.985.506.855.360,0,0,0,0,0,1,1,1,1
High,IT,0,1,5.605.889.990.347.170,5.300.786.688.641.970,1,0,1,0,0,1,0,1,1
High,IT,1,1,13.413.375.881.951.000,2.722.792.181.869.940,1,0,0,0,1,0,0,1,1
Low,Education,0,0,10.125.144.011.466.700,1.162.284.194.937.690,1,0,1,0,0,1,0,0,1
Medium,IT,1,1,9.178.739.214.539.140,65.128.036.361.316.600,1,0,1,1,1,1,0,1,1
High,Education,1,1,8.149.703.624.431.230,3.990.359.781.731.570,0,0,1,0,0,0,1,0,1
Medium,Education,1,1,8.547.043.134.950.030,473.702.784.124.532,1,1,1,1,0,1,0,1,1
Medium,Retail,1,1,5.035.853.449.035.140,4.984.893.670.897.400,1,0,0,0,0,0,0,1,1
Medium,IT,0,1,8.314.078.340.393.530,3.496.913.420.476.460,0,1,0,0,1,0,1,1,1
Medium,Healthcare,0,1,8.142.462.794.918.020,4.339.344.321.423.270,1,1,1,0,0,0,0,0,1
Low,Education,1,1,619.172.231.379.704,6.390.928.888.758.160,0,1,0,0,1,1,1,1,1
High,Healthcare,1,0,6.922.947.092.863.040,39.513.381.566.810.000,1,0,0,0,1,1,1,1,1
Medium,Healthcare,1,0,1.103.035.278.688.710,5.413.151.974.629.360,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,7.749.650.159.410.270,10.131.295.299.540.600,1,1,0,1,1,1,1,1,1
Medium,Retail,0,1,12.142.342.605.066.200,5.685.640.945.478.820,0,0,1,1,0,0,0,1,1
Medium,Retail,0,1,4.518.641.127.025.230,17.169.935.529.910.300,0,0,1,0,1,1,0,1,1
Medium,Education,0,1,6.955.739.627.548.500,5.514.113.236.050.250,0,1,1,0,1,1,1,1,1
High,Retail,0,1,4.905.442.897.506.160,4.585.946.830.676.900,1,0,1,1,1,1,0,1,1
High,Education,1,0,5.581.155.092.216.330,38.561.189.858.891.800,0,0,0,0,1,1,0,0,1
Medium,IT,0,1,6.343.588.588.681.400,38.506.176.681.881.000,1,1,1,1,0,0,0,1,1
High,IT,1,0,8.630.619.253.541.180,3.620.903.359.963.990,0,1,0,0,1,1,0,0,1
Medium,Healthcare,1,0,8.533.652.342.160.770,2.768.995.720.834.650,0,0,1,1,1,1,1,1,1
Low,Retail,1,1,664.141.936.074.479,36.910.355.820.549.300,0,0,1,0,1,0,0,1,1
Medium,Education,1,1,35.444.008.853.268.300,7.312.088.616.263.630,1,0,0,0,0,1,1,1,1
Medium,IT,1,1,10.955.385.746.064.300,5.953.460.066.177.090,1,1,1,0,0,0,0,1,1
High,Healthcare,1,0,7.428.470.567.927.280,26.934.952.322.163.400,0,1,1,1,0,1,0,1,1
Medium,Education,1,0,5.767.419.659.397.720,4.401.531.103.490.930,0,0,1,0,0,1,0,0,1
Medium,Retail,1,1,8.549.861.562.140.170,4.143.968.744.854.640,1,0,0,1,0,0,0,1,1
Medium,Education,1,1,8.408.890.341.046.340,3.786.559.835.485.490,0,0,0,1,1,0,0,1,1
High,Education,0,0,735.464.707.000.007,2.495.833.665.043.780,1,1,1,1,1,1,0,1,1
High,Education,1,0,829.706.203.128.301,4.668.846.977.209.970,1,0,0,1,0,0,0,0,1
Low,Healthcare,0,1,5.689.940.319.183.960,5.269.107.444.871.950,0,0,1,0,0,1,0,1,1
Medium,IT,0,1,9.519.825.686.352.960,27.491.519.723.998.200,1,0,0,0,0,1,0,0,1
High,Healthcare,1,1,6.006.265.810.486.250,6.933.312.125.933.810,1,1,1,0,1,1,1,0,1
Medium,Retail,1,1,6.788.860.689.393.130,6.283.004.873.853.330,1,1,0,1,1,1,1,1,1
Medium,IT,1,1,929.760.363.230.315,4.822.248.338.426.840,1,0,0,0,0,1,0,1,1
Low,Education,1,1,10.407.917.930.020.400,215.242.044.599.678,1,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,11.171.549.136.092.600,4.602.112.938.976.840,0,0,0,1,1,1,0,1,1
Medium,Healthcare,0,1,10.111.596.476.933.100,4.422.967.002.346.690,0,0,1,0,0,0,0,1,1
High,Retail,0,0,7.351.855.632.396.430,4.769.732.914.327.740,0,0,1,0,1,1,0,1,1
Medium,Healthcare,0,1,4.917.933.861.799.070,6.385.696.408.434.600,1,1,1,0,1,1,0,1,1
Medium,IT,1,0,10.810.111.171.205.700,37.360.389.180.750.600,0,0,0,1,0,1,1,1,1
Low,Education,0,1,10.741.391.977.809.900,7.071.739.869.483.610,0,1,0,1,1,0,0,1,1
Medium,Education,0,0,6.656.047.693.293.000,4.609.756.518.990.620,0,1,1,0,0,1,0,1,1
High,Education,1,0,984.237.807.564.912,35.643.052.365.081.000,0,0,0,0,1,0,0,1,1
Low,IT,1,1,7.335.644.412.138.520,7.599.065.810.059.610,0,0,0,1,1,1,0,1,1
Low,Education,1,1,11.002.553.767.023.400,5.244.837.850.030.130,0,1,0,0,0,0,0,1,1
Medium,Healthcare,1,0,6.970.270.675.192.430,33.178.991.695.637.900,0,0,1,1,1,1,0,1,1
High,Retail,1,1,11.957.302.575.097.000,4.126.324.883.419.660,1,0,1,0,1,0,0,1,1
High,Retail,0,1,957.224.109.519.649,4.952.849.532.781.800,1,0,1,1,1,0,0,1,1
Low,Education,0,1,11.595.089.689.371.900,3.773.708.459.821.980,0,0,0,1,1,1,0,1,1
High,Retail,1,1,7.072.405.460.700.240,4.200.861.803.567.420,1,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,8.810.059.208.888.380,2.774.194.594.505.910,1,0,1,0,1,0,0,0,1
Low,Retail,1,1,606.144.160.331.127,14.722.082.037.881.300,0,0,1,1,0,1,1,1,1
Low,Retail,0,1,9.687.978.504.238.390,41.596.289.841.170.600,0,0,0,0,0,0,0,1,1
High,IT,1,1,9.798.083.065.674.240,4.210.041.733.338.830,1,1,0,1,0,1,1,1,1
High,Healthcare,1,1,12.794.047.836.402.300,4.790.679.387.336.780,1,0,0,1,0,1,0,1,1
Medium,IT,1,1,8.964.079.594.439.290,3.135.715.439.340.700,0,0,1,0,0,1,1,1,1
High,Healthcare,1,1,9.448.188.405.012.180,19.891.685.581.890.000,0,0,0,0,0,1,1,0,1
Low,IT,0,1,7.058.339.246.992.430,2.552.013.295.378.970,1,0,0,0,0,0,0,0,1
Medium,IT,1,1,9.082.758.745.270.470,5.583.450.635.259.730,1,0,1,0,0,1,0,0,1
Medium,IT,1,0,7.240.217.582.624.830,3.000.083.031.688.640,1,1,0,0,1,0,0,0,1
High,Healthcare,1,1,8.231.721.517.683.990,33.368.785.212.943.500,0,0,0,0,0,1,0,1,1
Medium,Retail,1,1,8.349.031.323.091.590,35.313.796.542.533.300,0,0,0,0,1,1,0,1,1
High,Healthcare,1,1,7.295.390.253.301.650,30.710.857.460.698.100,1,0,1,0,1,0,0,1,1
High,Healthcare,1,1,8.125.890.193.083.980,296.018.375.870.075,0,0,0,1,1,1,0,1,1
Low,IT,1,1,7.249.409.660.573.150,26.933.146.530.492.800,0,0,0,0,1,0,0,1,1
Medium,Healthcare,0,1,7.240.537.749.932.320,61.009.848.618.523,0,0,1,1,1,0,0,0,1
Low,Retail,1,1,10.153.329.303.004.500,5.020.151.025.014.390,0,0,0,1,0,0,0,1,1
High,IT,1,1,8.350.827.283.652.820,5.871.731.159.725.350,1,1,0,1,0,1,0,0,1
Medium,Retail,1,1,8.694.132.544.400.550,6.174.009.634.691.250,1,1,0,0,1,1,0,0,1
Low,Education,1,1,5.085.390.462.028.920,4.751.803.038.505.280,0,0,0,0,0,1,0,0,1
Medium,Healthcare,1,1,884.691.666.366.078,4.515.181.963.042.110,1,1,0,0,1,0,0,1,1
Medium,IT,0,1,9.060.846.927.950.470,31.207.320.491.525.200,1,0,0,0,0,0,1,1,1
Medium,Education,1,1,7.203.322.754.622.490,5.675.214.466.530.020,1,0,1,1,0,0,0,0,1
High,Healthcare,1,1,12.170.059.352.521.300,28.877.931.951.361.500,1,0,0,0,1,1,0,1,1
Low,Healthcare,1,1,34.215.454.716.318.600,24.187.753.654.544.300,0,0,0,0,1,0,0,0,1
Medium,Education,1,1,9.568.734.271.541.090,18.489.312.090.203.400,1,1,1,0,1,0,0,1,1
Low,Healthcare,1,1,9.425.609.609.909.720,3.545.987.633.531.790,0,0,0,0,1,1,0,0,1
High,Education,1,1,9.083.165.863.998.820,5.372.417.893.792.460,0,0,1,1,1,1,0,0,1
Medium,IT,0,0,8.352.425.411.277.240,4.384.250.825.291.960,0,1,0,0,1,0,0,1,1
High,Healthcare,1,1,9.101.358.645.250.070,21.960.276.022.957.800,0,0,1,1,0,0,0,1,1
Low,IT,1,1,9.736.350.959.111.780,7.228.988.635.542.830,1,0,0,0,0,1,0,0,1
Medium,Retail,0,1,6.548.224.832.336.010,4.974.307.959.237.350,1,0,0,1,1,0,0,1,1
High,IT,1,0,859.839.124.436.018,516.611.517.363.653,1,0,0,1,1,1,1,1,1
High,Retail,1,1,7.633.366.315.953.390,5.927.543.241.021.480,1,1,0,0,0,0,0,1,1
High,IT,0,1,5.812.463.199.548.980,15.396.766.170.613.300,0,0,1,1,0,1,0,1,1
Medium,IT,1,0,943.433.994.922.658,2.632.848.792.118.170,0,0,1,0,1,1,1,1,1
Medium,IT,1,0,6.871.279.150.631.930,5.234.517.035.386.400,1,1,0,1,0,0,0,0,1
Medium,IT,1,1,5.004.282.650.441.060,2.783.892.507.967.780,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,6.921.778.678.596.700,35.874.797.916.174.200,1,0,0,1,0,1,1,1,1
Medium,IT,0,1,6.402.202.203.813.730,38.833.890.207.530.400,0,0,0,0,1,0,1,1,1
Medium,Education,0,0,10.056.958.018.380.200,20.838.919.170.551.200,1,0,0,0,0,1,0,1,1
Medium,IT,1,1,8.306.386.281.116.150,345.877.422.679.954,1,0,0,0,0,1,0,0,1
Medium,IT,1,1,1.076.476.549.137.980,5.371.754.826.027.740,0,0,1,0,0,0,0,0,1
Low,Healthcare,0,1,6.666.887.537.533.900,5.094.180.834.726.760,1,0,0,1,1,0,0,0,1
